X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,nombre,tipo,zona,categoria,descripcion,servicios,direccion,num1,num2,cp,localidad,tfno1,tfno2,fax,email,paginaweb,observaciones,plazas,lng,lat
-1.364245,42.748797,Villa Clementina,,,,,,-1,-1,-1,,,Villa Clementina,Hotel rural,Pirineos,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación:&lt;/b&gt; está situado en el núcleo urbano, en un edificio modernista de 3 alturas, casa de indiano, originario de finales del siglo XIX, y objeto de una cuidosa rehabilitación, junto a la carretera NA-150 Pamplona-Lumbier, a tan sólo 20 minutos de la capital.&lt;br /&gt;&lt;b&gt;Servicios habitaciones:&lt;/b&gt; dispone de 8 habitaciones dobles, dos de ellas con salón y una individual. Todas las habitaciones tienen incorporado baño de uso exclusivo y están equipadas con TV, teléfono, caja fuerte y climatización. &lt;br /&gt;&lt;b&gt;Servicios del hotel:&lt;/b&gt; cuenta con comedor para los alojados, con servicio de desayunos y cenas, salón, biblioteca, sala de ordenador, parking, jardín con pozas para el baño, terraza solarium, huerto y servicio Wi-fi gratuito y tablet a disposición de los clientes&lt;br /&gt;&lt;br /&gt;","Wi-Fi, Salón social, Restaurante, Parking, Jardín, Lavandería, TV, Teléfono, Secador de pelo, Caja seguridad, Climatización, Deposito de equipajes, Desayuno, Habitación con salón, Prensa, Teléfono común, Terraza, Baño/aseo, Climatización, Cuna , Wi-fi, Servicio de habitaciones",CL La Asunción,9,,0,Murillo de Lónguida,948102922,697908936,0,informacion@hotelvillaclementina.com,<a href='http://www.hotelvillaclementina.com'>www.hotelvillaclementina.com</a>,"en la placidez de los campos de trigo, se levanta este hotel de campo al que una rehabilitación reflexiva y delicada ha devuelto su esplendor. &lt;b&gt;Diseño y máximo confort contemporáneos&lt;/b&gt;, fusionando piezas originales de la casa con una cuidada selección de iconos del diseño de los 50 firmados por A. Jacobsen, H. Wegner o el matrimonio Eames. Rodean la villa 3.000 m2 de terreno ajardinado que ofrecen una variedad de especies que evocan climas más cálidos. En un laberinto de adelfas se sitúan &lt;b&gt;3 pozas&lt;/b&gt; para el baño íntimo.",17,633871,4734217
-2.028891,42.670838,Hospedería Chapitel,,,,,,-1,-1,-1,,,Hospedería Chapitel,Hotel,Zona Media,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación:&lt;/B&gt; está situado en un reformado edificio de 4 alturas en el centro de la ciudad. &lt;br/&gt;&lt;B&gt;Servicio de habitaciones:&lt;/B&gt; dispone de 13 habitaciones dobles, una de ellas con salón y una individual con salón. Todas las habitaciones tienen incorporado baño de uso exclusivo y están equipadas con teléfono, TV, caja fuerte, climatización y calefacción.&lt;br/&gt;&lt;B&gt;Servicios del hotel:&lt;/B&gt; cuenta con salón, comedor, garaje y servicio de habitaciones 24 horas.","Internet, Wi-Fi, Parking, TV, Secador de pelo, Caja seguridad, Internet, Baño/aseo, Climatización, Wi-fi",CL Chapitel,1,,0,Estella-Lizarra,948551090,0,948556474,contacto@hospederiachapitel.com,<a href='http://www.hospederiachapitel.com'>www.hospederiachapitel.com</a>,,27,579575,4724720
-2.192644,42.569517,Mavi,,,,,,-1,-1,-1,,,Mavi,Pensión,Zona Media,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación: &lt;/B&gt;el establecimiento se sitúa en un edificio de 5 plantas, en el centro de la localidad, en plena ruta jacobea.&lt;br/&gt;&lt;B&gt;Servicios de las habitaciones:&lt;/B&gt; todos los dormitorios disponen de baño incorporado. Cuenta con 6 habitaciones dobles y 4 individuales. &lt;br/&gt;&lt;B&gt;Servicios de la pensión: &lt;/B&gt;dispone de bodega y salón con TV y cata de pozo recuperada.&lt;br/&gt;","Salón social, TV",CL Del Medio,7,,0,Los Arcos,948640081,608934222,0,info@pensionmavi.es,<a href='http://www.pensionmavi.es'>www.pensionmavi.es</a>,,16,566264,4713328
-1.503084,42.929789,Zubiaren Etxea,,,,,,-1,-1,-1,,,Zubiaren Etxea,Pensión,Pirineos,Establecimiento hotelero,"&lt;br&gt;&lt;b&gt;Ubicación: &lt;/b&gt;el establecimiento ocupa la planta baja de un edificio del núcleo urbano, situado junto al Puente de La Rabia. &lt;br /&gt;&lt;b&gt;Servicios de habitaciones: &lt;/b&gt;cuenta con 2 habitaciones individuales con baño a compartir, 1 doble con baño y 1 triple con baño.&lt;br/&gt;
&lt;b&gt;Servicios de la pensión: &lt;/b&gt;dispone de cocina-comedor, en régimen de autoservicio, para los alojados. Servicio Wifi.&lt;br/&gt;",,CL Camino de Santiago,2,,0,Zubiri,948304293,618014515,0,info@pensionzubiarenetxea.com,<a href='http://www.pensionzubiarenetxea.com'>www.pensionzubiarenetxea.com</a>,,7,622151,4754105
-1.612443,43.068789,Benta San Blas,,,,,,-1,-1,-1,,,Benta San Blas,Hostal,Pirineos,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación: &lt;/b&gt;casa antigua reformada en el año 2000 y ubicada en el Puerto de Belate, marco maravilloso rodeado de hayedos.&lt;br /&gt;&lt;b&gt;Servicios de habitaciones: &lt;/b&gt;consta de 6 amplias habitaciones con baño.&lt;br /&gt;&lt;b&gt;Servicios del hostal: &lt;/b&gt;dispone de un amplio parking, bar, restaurante y jardín con columpios. &lt;br /&gt;","Wi-Fi, Parking, Jardín, Baño/aseo, Wi-fi, Chimenea","CR PNA-Francia, km.37, (Bº Mendiola)",0,,0,Almandoz,948585016,626198455,0,hostalventasanblas@gmail.com,,,12,612972,4769388
-1.64269,42.813473,Yoldi,,,,,,-1,-1,-1,,,Yoldi,Hotel,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación:&lt;/b&gt; hotel totalmente renovado, situado en pleno centro de la ciudad. &lt;br /&gt;&lt;b&gt;Servicios de habitaciones:&lt;/b&gt; cuenta con 48 confortables habitaciones con baño completo y equipadas con TV con Canal +, Canal satélite digital y antena parabólica, radio con CD, teléfono, conexión a Internet, aire acondicionado, minibar y caja de seguridad.&lt;br /&gt;&lt;b&gt;Servicios del hotel:&lt;/b&gt; dispone de &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=4864""&gt;café-bar&lt;/a&gt; con servicio de comidas, pinchos y desayuno buffet.&lt;/br&gt;","Ascensor, Wi-Fi, Aire acondicionado, TV, Secador de pelo, Aire acondicionado, Caja seguridad, Baño/aseo, Cuna , Wi-fi, TV",AV San Ignacio,11,,31002,Pamplona,948224800,0,948212045,yoldi@hotelyoldi.com,<a href='http://www.hotelyoldi.com'>www.hotelyoldi.com</a>,,72,610967,4740995
-1.598207,43.123212,Kuko,,,,,,-1,-1,-1,,,Kuko,Hotel rural,Pirineos,Establecimiento hotelero,"&lt;br&gt;&lt;b&gt;Ubicación: &lt;/b&gt;pertenece al &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=4010""&gt;Hotel Rural Kuko&lt;/a&gt; situado en un caserío tradicional de dos plantas, en el barrio de Zozaia. &lt;br /&gt;&lt;strong&gt;Instalaciones: &lt;/strong&gt;dispone de un comedor decorado combinando lo rústico con lo moderno.&lt;br /&gt;&lt;strong&gt;Especialidades: &lt;/strong&gt;merluza en salsa verde con kokotxas y almejas, lubina en croute, carpaccio de hongos y parmesano.&lt;br /&gt;&lt;strong&gt;Otros:&lt;/strong&gt; imprescindible reservar con antelación.&lt;br /&gt;","Wi-Fi, Restaurante, TV, Teléfono",BO Zozaia,0,,0,Oronoz,948592299,687413388,0,info@kukohotel.com,<a href='http://www.kukohotel.com'>www.kukohotel.com</a>,Restaurante: imprescindible reservar con antelación.,10,614030,4775451
-1.655357,42.808031,Fuente del Hierro,,,,,,-1,-1,-1,,,Fuente del Hierro,Pensión,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación:&lt;/B&gt; se encuentra situado en la segunda planta de un edificio de viviendas, en el centro de la ciudad.&lt;br/&gt;&lt;B&gt;Servicios habitaciones:&lt;/B&gt; dispone de 7 habitaciones individuales y una doble.&lt;br/&gt;&lt;B&gt;Servicios de la pensión:&lt;/B&gt; cuenta con 3 baños a compartir, y salón-comedor con TV y teléfono. ","TV, Teléfono",CL Fuente del Hierro,4,2º A y B,31007,Pamplona,948178270,0,0,,,,9,609941,4740374
-1.660535,42.806704,Blanca de Navarra,,,,,,-1,-1,-1,,,Blanca de Navarra,Hotel,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación:&lt;/b&gt; hotel situado en la zona universitaria y hospitalaria de la ciudad.&lt;br /&gt;&lt;b&gt;Servicios habitaciones:&lt;/b&gt; dispone de habitaciones insonorizadas y climatizadas equipadas con baño completo, TV con parabólica, teléfono, acceso a Internet, hilo musical, caja de seguridad y minibar. Tienen habitaciones comunicadas.&lt;br /&gt;&lt;b&gt;Servicios del hotel:&lt;/b&gt; cuenta con garaje en el mismo edificio, bar, cafetería-snack, &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso/Restauracion/150/Blanca-de-Navarra.htm?idRC=2958""&gt;restaurante&lt;/a&gt; y salones para banquetes, reuniones y convenciones. Además dispone de servicio de lavandería, room-service y desayuno buffet.","Ascensor, Wi-Fi, Business corner, Restaurante, Parking, TV, Secador de pelo, Aire acondicionado, Caja seguridad, Internet, Baño/aseo, Cuna , Wi-fi, Salones para reuniones",AV Pio XII,43,,31008,Pamplona,948171010,0,948175414,reservas@hotelblancadenavarra.com,<a href='http://www.hotelblancadenavarra.com'>www.hotelblancadenavarra.com</a>,,204,609520,4740220
-1.662168,42.806372,Mari Asun,,,,,,-1,-1,-1,,,Mari Asun,Pensión,Cuenca de Pamplona,Establecimiento hotelero,&lt;br&gt;&lt;B&gt;Ubicación:&lt;/B&gt; pensión situada en la zona hospitalaria.&lt;br/&gt;&lt;B&gt;Servicios habitaciones:&lt;/B&gt; dispone de habitaciones con aire acondicionado y TV.&lt;br/&gt;&lt;B&gt;Servicios de la pensión:&lt;/B&gt; cuenta con parking y ascensor. Ofrece servicios de lavado y planchado de ropa.,"Ascensor, Parking, Lavandería, TV",AV Pio XII,32,6º Dcha,31008,Pamplona,948261466,666704790,0,asunalberdi@gmail.com,<a href='http://www.pensionmariasun.es'>www.pensionmariasun.es</a>,Consultar precios para San Fermín,11,609387,4740181
-1.504549,42.930025,Goikoa,,,,,,-1,-1,-1,,,Goikoa,Pensión,Pirineos,Establecimiento hotelero,"&lt;br&gt;&lt;b&gt;Ubicación: &lt;/b&gt;pensión situada en la carretera general, junto al Camino de Santiago.&lt;br /&gt;&lt;b&gt;Servicios de habitaciones: &lt;/b&gt;cuenta con 4 habitaciones con baño compartido.&lt;br /&gt;&lt;b&gt;Servicios de la pensión: &lt;/b&gt;dispone de cocina equipada para el uso de clientes y sala de estar.&lt;br /&gt;","Wi-Fi, Secador de pelo, Wi-fi, TV, Opción de concertar masajes",AV Roncesvalles,12,4º Dcha,0,Zubiri,679622310,638847974,0,aurora.fisio.zubiri@gmail.com,,,7,622031,4754129
-1.503627,42.93067,Amets,,,,,,-1,-1,-1,,,Amets,Pensión,Pirineos,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación:&lt;/b&gt; está situado en un edificio de nueva construcción, en el casco urbano.&lt;br /&gt;&lt;b&gt;Servicios habitaciones:&lt;/b&gt; dispone de 3 habitaciones dobles, 3 individuales y 2 baños a compartir. &lt;br /&gt;&lt;b&gt;Servicios de la pensión:&lt;/b&gt; salón con TV.","TV, Teléfono",CL Gerestegi,25,,0,Zubiri,948304308,618636189,0,pensionamets@gmail.com,,,9,622105,4754202
-1.815847,42.67248,La Plaza,,,,,,-1,-1,-1,,,La Plaza,Hostal,Zona Media,Establecimiento hotelero,&lt;b&gt;Ubicación:&lt;/b&gt; ubicado en pleno Camino de Santiago en un edificio rehabilitado recientemente.&lt;br /&gt;&lt;b&gt;Servicios habitaciones:&lt;/b&gt; dispone de 8 habitaciones dobles con baño completo y TV.&lt;br /&gt;&lt;b&gt;Servicios del hostal:&lt;/b&gt; tiene salón con chimenea. La recepción del hostal se encuentra en el restaurante La Plaza (C/ Mayor 52).&lt;br /&gt;,"Wi-Fi, Restaurante, TV, Baño/aseo, Terraza , TV",CL Don Rodrigo,39,,0,Puente la Reina,948340145,657984223,0,info@barrestaurantelaplaza.es,<a href='http://www.hostalplazapuentelareinanavarra.es/'>www.hostalplazapuentelareinanavarra.es/</a>,,16,597030,4725125
-2.033363,42.672064,San Andrés,,,,,,-1,-1,-1,,,San Andrés,Pensión,Zona Media,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación: &lt;/B&gt;pensión situada en la plaza de Santiago, en el corazón de la ciudad. En el exterior destacan los soportales de arcos que tiene en la planta baja. &lt;br/&gt;&lt;B&gt;Servicios habitaciones: &lt;/B&gt;sencillas habitaciones con baño, TV y balcón con vistas a la plaza.&lt;br/&gt;&lt;B&gt;Servicios de la pensión: &lt;/B&gt;dispone de ascensor.&lt;br/&gt;","Ascensor, Lavandería, TV",PZ Santiago,1,,0,Estella-Lizarra,948554158,948550448,948550448,,,Dispone de habitaciones para 3 y 4 personas.,36,579207,4724852
-2.163645,42.89146,Izelai,,,,,,-1,-1,-1,,,Izelai,Hostal,Pirineos,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación:&lt;/B&gt; edificio de nueva planta, enclavado en el primer piso de un pabellón comercial. &lt;br/&gt;&lt;B&gt;Servicios de habitaciones:&lt;/B&gt; cuenta con 25 habitaciones dobles con baño. Todas las habitaciones disponen de aire acondicionado, TV y sistema WIFI.&lt;br/&gt;&lt;B&gt;Servicios del hostal:&lt;/B&gt; dispone de sala de estar con aire acondicionado y maquinas de café y snacks.  &lt;br/&gt;","Internet, Wi-Fi, Parking, TV, Secador de pelo, Caja seguridad, Internet, Baño/aseo, Climatización, Wi-fi",AV Pamplona,20,,0,Altsasu/Alsasua,607993333,0,0,reservas@hotelizelai.com,<a href='http://www.hotelizelai.com'>www.hotelizelai.com</a>,,50,568290,4749101
-1.612586,43.004713,Iribarnia,,,,,,-1,-1,-1,,,Iribarnia,Hotel rural,Pirineos,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;Ubicación:&lt;/b&gt; el establecimiento se sitúa en un edificio de tres plantas (la última abuhardillada) ubicado en el casco urbano de Lantz. A 20 minutos de Pamplona, esta localidad es célebre por sus centenarios carnavales que aún hoy siguen conservando su espíritu. &lt;br /&gt;&lt;b&gt;Servicios habitaciones:&lt;/b&gt; consta de 10 habitaciones, 2 de ellas triples y una de ellas con zona de salón ""la suite Carnaval"". En ella se puede aprovechar a tomar un relajante baño en el jacuzzi mientras se contempla la chimenea. Cada una de las habitaciones tiene un nombre que hace referencia a las sensaciones que en ellas pueden vivirse y a características de la zona. Todas están equipadas con TV, teléfono y baño completo.&lt;br /&gt;&lt;b&gt;Servicios del hotel:&lt;/b&gt; dispone de zona de estar con chimenea, zona de comedor para alojados, espacio de internet, garaje y jardín.","Ascensor, Wi-Fi, Restaurante, Parking, Jardín, TV, Secador de pelo, Baño/aseo, Cuna , Opción de concertar masajes, Detalle de bienvenida ",CL San José,8,,0,Lantz,948307169,649395541,0,reservas@hoteliribarnia.com,<a href='http://www.hoteliribarnia.com'>www.hoteliribarnia.com</a>,,22,613078,4762272
-1.690323,43.116676,Balneario de Elgorriaga,,,,,,-1,-1,-1,,,Balneario de Elgorriaga,Hotel,Pirineos,Establecimiento hotelero,"&lt;br /&gt;&lt;strong&gt;Ubicación&lt;/strong&gt;: pertenece al &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=4885""&gt;Hotel Balneario de Elgorriaga&lt;/a&gt; situado a unos 500 metros de la localidad de Elgorriaga, en dirección a Leitza.&lt;br /&gt;&lt;strong&gt;Instalaciones:&lt;/strong&gt; dispone de cafetería y comedor con servicio buffet.&lt;br /&gt;","Internet, Wi-Fi, Restaurante, Parking, Jardín, Piscina, Gimnasio, TV, Secador de pelo, Caja seguridad, Baño/aseo, Climatización, Wi-fi, Servicios spa","CL Errotaldea, s/n",0,,0,Elgorriaga,948456045,0,948451468,reservas@balnearioelgorriaga.com,<a href='http://www.sanvirilahoteles.com/elgorriaga'>www.sanvirilahoteles.com/elgorriaga</a>,,135,606548,4774604
-1.81391,42.672947,El Cerco,,,,,,-1,-1,-1,,,El Cerco,Hotel rural,Zona Media,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación:&lt;/B&gt; está situado en un antiguo torreón en el centro urbano, junto al Camino de Santiago.&lt;br/&gt;&lt;B&gt;Servicio habitaciones:&lt;/B&gt; dispone de 10 habitaciones con baño de uso exclusivo y equipadas con teléfono y calefacción de suelo radiante. Algunas de ellas son abuhardilladas.&lt;br/&gt;&lt;B&gt;Servicios del hotel:&lt;/B&gt; cuenta con comedor, salón con chimenea, terraza y servicio de custodia de objetos de valor.  ","Ascensor, Wi-Fi, Aire acondicionado, TV, Secador de pelo, Aire acondicionado, Baño/aseo, Cuna , Wi-fi, Biblioteca, TV, Chimenea",CL Rodrigo Ximénez de Rada,36,,0,Puente la Reina,948341269,682494332,0,info@elcerco.es,<a href='http://www.elcerco.es'>www.elcerco.es</a>,,14,597188,4725179
-1.539068,42.902609,Casa Elita,,,,,,-1,-1,-1,,,Casa Elita,Pensión,Pirineos,Establecimiento hotelero,"&lt;strong&gt;Ubicación:&lt;/strong&gt; situado en el núcleo urbano ocupando la planta baja del edificio.&lt;br /&gt;&lt;strong&gt;Distribución: &lt;/strong&gt;dispone de 2 habitaciones dobles, 1 baño y salón-comedor.&lt;br /&gt;&lt;strong&gt;Otros&lt;/strong&gt;: wifi, espacio para bicicletas, lavandería y jardín.&lt;br /&gt;","Wi-Fi, Restaurante, Jardín, Secador de pelo, Baño/aseo, Terraza , Wi-fi, TV, Destalles en la habitación, Chimenea",CL Amairu,7,,0,Larrasoaña,948304449,609756891,0,pensioncasaelita@gmail.com,<a href='http://www.casaelita.es'>www.casaelita.es</a>,,4,619267,4751035
-1.648043,42.833285,Pamplona,,,,,,-1,-1,-1,,,Pamplona,Hostal,Cuenca de Pamplona,Establecimiento hotelero,"&lt;strong&gt;Ubicación:&lt;/strong&gt; situado en la zona industrial y comercial de la localidad.&lt;br /&gt;
&lt;strong&gt;Servicios habitaciones:&lt;/strong&gt; dispone de 9 habitaciones dobles y 4 triples. Todas las habitaciones tienen incorporado baño de uso exclusivo y están equipadas con teléfono, televisión de plasma, calefacción y climatización.&lt;br /&gt;
&lt;strong&gt;Servicios del hostal:&lt;/strong&gt; cuenta con salón, servicios higiénicos y garaje.&lt;br /&gt;
&lt;strong&gt; &lt;/strong&gt;&lt;br /&gt;","Ascensor, Wi-Fi, Garaje, TV, Aire acondicionado, Baño/aseo, Cuna , Wi-fi",CL Berrioplano,2,,0,Ansoain,948134586,630880877,0,mirinamihaela@gmail.com,<a href='http://www.pamplonahostal.es'>www.pamplonahostal.es</a>,,30,610494,4743188
-1.757644,43.012773,Orokietako Ostatua - Posada de Orokieta,,,,,,-1,-1,-1,,,Orokietako Ostatua - Posada de Orokieta,Pensión,Pirineos,Establecimiento hotelero,"&lt;strong&gt;Ubicación&lt;/strong&gt;: en la primera planta de un edificio típico de la zona.&lt;br /&gt; &lt;strong&gt;Distribución&lt;/strong&gt;: cuenta con 2 habitaciones dobles, 1 habitación individual, 1 baño y sala de estar. Dispone de restaurante en la planta baja del edificio.&lt;br /&gt;",,CL San Tiburzio,7,,0,Orokieta,948923374,0,0,orokietakostatua@gmail.com,<a href='http://www.orokietakostatua.com'>www.orokietakostatua.com</a>,,5,601242,4762982
-2.336165,42.623986,Hosp. Nª Sª de Codés,,,,,,-1,-1,-1,,,Hosp. Nª Sª de Codés,Hostal,Zona Media,Establecimiento hotelero,"&lt;br&gt;&lt;b&gt;Ubicación: &lt;/b&gt;edificio histórico situado en el corazón de la sierra de Codés. &lt;br /&gt;&lt;b&gt;Servicios de habitaciones: &lt;/b&gt;cuenta con 7 habitaciones dobles equipadas con baño y TV.&lt;br /&gt;&lt;b&gt;Servicios del hostal: &lt;/b&gt;dispone de parking, bar, &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso/Restauracion/198/Hosp.-N-S-de-Codes.htm?idRC=2975""&gt;restaurante&lt;/a&gt;, salón social, jardín y frontón cubierto.&lt;br /&gt;","Salón social, Bar, Restaurante, Parking, Jardín, TV",CL Santuario Nª Sª de Codés,0,,0,Torralba del Río,948378914,637765576,948657082,oscararanam@hotmail.com,<a href='http://www.hospederiadecodes.com'>www.hospederiadecodes.com</a>,,14,554437,4719274
-2.035865,42.676813,Yerri,,,,,,-1,-1,-1,,,Yerri,Hotel,Zona Media,Establecimiento hotelero,"&lt;b&gt;Ubicación: &lt;/b&gt;hotel situado a 5 minutos del centro de la localidad, junto a la plaza de toros.&lt;br /&gt;&lt;b&gt;Servicios habitaciones: &lt;/b&gt;cuenta con 28 habitaciones exteriores con baño completo, teléfono y TV con parabólica. &lt;br /&gt;&lt;b&gt;Servicios del hotel: &lt;/b&gt;dispone de garaje cubierto en el propio edificio, bar y &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=6495&amp;amp;idRC=6511""&gt;&lt;/a&gt;&lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=183&amp;amp;idRC=2970""&gt;restaurante&lt;/a&gt;&lt;a&gt;&lt;/a&gt;.&lt;br /&gt;&lt;br /&gt;","Ascensor, Wi-Fi, Restaurante, Garaje, Aire acondicionado, TV, Secador de pelo, Baño/aseo, Cuna , Wi-fi, TV",AV Yerri,35,,0,Estella-Lizarra,948546034,0,948555081,hotelyerri@hotelyerri.es,<a href='http://www.hotelyerri.es'>www.hotelyerri.es</a>,,52,578996,4725377
-1.244632,42.92962,Aróstegui,,,,,,-1,-1,-1,,,Aróstegui,Hostal,Pirineos,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación:&lt;/B&gt; situado en el Pirineo, próximo a la Selva de Irati, Orreaga-Roncesvalles, valle de Roncal y Monasterio de Leire. &lt;br/&gt;&lt;B&gt;Servicios habitaciones:&lt;/B&gt; dispone de acogedoras habitaciones con baño, TV y secador de pelo.&lt;br/&gt;&lt;B&gt;Servicios del hostal:&lt;/B&gt; salón con mirador y chimenea, wifi, bicicletas, pequeño bar para clientes y restaurante.","Wi-Fi, Restaurante, Parking, TV, Secador de pelo, Internet, Baño/aseo, Wi-fi",CL Chiquirrín,13,,0,Garaioa,948764044,0,0,info@hostalarostegui.com,<a href='http://www.hostalarostegui.com'>www.hostalarostegui.com</a>,,14,643242,4754494
-1.604563,42.062405,CHu La Estrella,,,,,,-1,-1,-1,,,CHu La Estrella,Pensión,La Ribera,Establecimiento hotelero,"&lt;br&gt;&lt;b&gt;Ubicación: &lt;/b&gt;establecimiento céntrico situado cerca de la catedral y el ayuntamiento.&lt;br /&gt;&lt;b&gt;Servicios habitaciones: &lt;/b&gt;habitaciones con TV y baño de uso compartido.&lt;br /&gt;&lt;b&gt;Servicios de la pensión:&lt;/b&gt;  terraza y &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=5943""&gt;bar de pinchos&lt;/a&gt;.","Wi-Fi, TV, TV",CL Carnicerías,13,,0,Tudela,948821518,606575631,948410442,pensionlaestrella@hotmail.es,<a href='http://www.pensionlaestrella.com'>www.pensionlaestrella.com</a>,,18,615455,4657647
-1.62239,42.849612,Aguirre,,,,,,-1,-1,-1,,,Aguirre,Pensión,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación:&lt;/B&gt;a 8 kilómetros de Pamplona junto a la carretera a Irún. &lt;br/&gt;&lt;B&gt;Servicios de habitaciones: &lt;/B&gt;dispone de cómodas habitaciones dobles.&lt;br/&gt;&lt;B&gt;Servicios del hotel: &lt;/B&gt;cuenta con &lt;a href=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=1261""&gt;restaurante&lt;/A&gt; parking privado y gasolinera anexa. &lt;br/&gt;","Restaurante, Parking, Terraza",CR Irun km.8,0,,0,Oricáin,948330375,948332353,0,,,,25,612561,4745035
-1.674415,43.239668,Onbordi,,,,,,-1,-1,-1,,,Onbordi,Hostal,Pirineos,Establecimiento hotelero,"&lt;br&gt;&lt;b&gt;&lt;b&gt;Ubicación: &lt;/b&gt;&lt;/b&gt;pertenece al &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=252""&gt;Hostal Rural Onbordi &lt;/a&gt;caserío del siglo XVIII situado en el antiguo camino del ferrocarril de Irún a Elizondo, a 2 km. del puente de Lesaka y el puente de Berrizaun. &lt;b&gt;Instalaciones&lt;/b&gt;: dispone de bar-cafetería con comedor y terraza.&lt;br /&gt;&lt;b&gt;Especialidades&lt;/b&gt;: comida tradicional.&lt;/br&gt;","Internet, Wi-Fi, Restaurante, Parking, TV, Baño/aseo, Wi-fi",BO Frain,36,,0,Lesaka,948637395,0,0,info@onbordi.com,<a href='http://www.onbordi.com'>www.onbordi.com</a>,,24,607626,4788283
-1.644506,42.816557,Dom Lluis,,,,,,-1,-1,-1,,,Dom Lluis,Hostal,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br&gt;&lt;B&gt;Ubicación:&lt;/B&gt; hostal situado en el casco antiguo, muy cerca de la plaza del Castillo.&lt;br/&gt;&lt;B&gt;Servicios habitaciones:&lt;/B&gt; cuenta con 5 habitaciones dobles y una individual con baño o aseo, TV y secador de pelo.&lt;br/&gt;&lt;B&gt;Servicios del hostal:&lt;/B&gt; dispone de &lt;a href=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=1234""&gt;restaurante &lt;/A&gt;y &lt;a href=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=5477""&gt;bar de pinchos&lt;/A&gt;, internet y caja de seguridad para el uso de sus clientes.","Internet, Caja seguridad, TV, Secador de pelo","CL San Nicolás, 24 1º dcha",0,,31001,Pamplona,679385157,948220649,0,josehostal@gmail.com,,Consultar precios para San Fermín,11,610813,4741335
-1.6694,42.809635,Albret,,,,,,-1,-1,-1,,,Albret,Hotel,Cuenca de Pamplona,Establecimiento hotelero,"&lt;br /&gt;&lt;b&gt;&lt;b&gt;Ubicación:&lt;/b&gt; &lt;/b&gt;pertenece al &lt;a HREF=""http://www.turismo.navarra.es/esp/organice-viaje/recurso.aspx?o=186""&gt;Hotel Albret&lt;/a&gt;, situado en el moderno barrio de Mendebaldea, a escasos 100 m. de la zona hospitalaria de la ciudad, disfruta de accesos directos tanto a los principales polígonos industriales, como a los puntos céntricos y comerciales de la ciudad.&lt;br /&gt;&lt;b&gt;Instalaciones:&lt;/b&gt; dispone de un comedor con zona de bar y varios amplios y acogedores salones privados adecuados para conferencias, convenciones y reuniones de empresa con todos los servicios. &lt;br /&gt;","Reservado, Bar, Climatización , Sillas bebé, TV, Área Wi-Fi, Ascensor, Garaje, Wi-Fi, Business corner, Restaurante, Parking, TV, Secador de pelo, Caja seguridad, Internet, Baño/aseo, Wi-fi, Salones para reuniones",CL Ermitagaña,3,,0,Pamplona,948172233,0,948178384,reservas@hotelalbret.com,<a href='http://www.hotelalbret.com'>www.hotelalbret.com</a>,,212,608790,4740534
